bookID,title,authors,average_rating,isbn,isbn13,language_code,# num_pages,ratings_count,text_reviews_count,genre
8203,west home letters laura ingalls wilder san francisco 1915 little house,"['laura ingalls wilder', 'roger lea macbride', 'margot patterson doss']",3.84,0064400816,9780064400817,eng,124,3837,115,"['juvenile nonfiction', 'juvenile nonfiction']"
8218,bonny glen little house martha years,"['melissa wiley', 'ren graef']",4.14,0064407144,9780064407144,eng,321,1438,39,['juvenile fiction']
8227,winter days big woods,"['laura ingalls wilder', 'ren graef']",4.28,0064433730,9780064433730,eng,32,1487,55,['juvenile fiction']
8253,little town prairie little house,"['laura ingalls wilder', 'garth williams']",4.18,0060885432,9780060885434,eng,374,70683,612,['juvenile fiction']
8254,christmas stories little house chapter books laura,"['laura ingalls wilder', 'ren graef', 'heather henson']",4.22,0064420817,9780064420815,eng,80,63,7,['juvenile fiction']
8255,little house crafts book projects laura ingalls wilder,"['carolyn strom collins', 'christina wyss eriksson', 'mary collier']",4.05,0064462048,9780064462044,eng,64,56,6,['juvenile nonfiction']
8256,christmas big woods,"['laura ingalls wilder', 'ren graef']",4.19,0064434877,9780064434874,eng,32,2062,69,['juvenile fiction']
8290,deer wood,"['laura ingalls wilder', 'ren graef']",4.17,0064434982,9780064434980,eng,32,302,21,['juvenile fiction']
8335,let hurricane roar,['rose wilder lane'],3.96,0064401588,9780064401586,en-US,118,179,31,['families']
8373,reino animal,['sergio ram rez'],3.69,9707705736,9789707705739,spa,256,16,4,['fiction']
8425,get grip evolution,['david burnie'],3.72,0737000368,9780737000368,eng,192,60,6,"['adventure stories', 'science']"
8428,insects spiders,['david burnie'],4.33,0783548818,9780783548814,eng,64,3,0,['juvenile nonfiction']
8492,prophet,['frank peretti'],3.94,1581345267,9781581345261,en-US,416,12479,210,['fiction']
8494,access power higher self source inner guidance spiritual transformation pocket guides practical spirituality,['elizabeth clare prophet'],4.12,0922729360,9780922729364,en-GB,100,50,5,['body mind spirit']
8495,hailstones halibut bones,"['mary neill', 'john wallner']",4.32,0385410786,9780385410786,en-US,64,116,21,['juvenile nonfiction']
8506,thomas jefferson oxford portraits,['bernstein'],3.99,0195181301,9780195181302,eng,253,3843,133,['biography autobiography']
8508,jefferson bible life morals jesus nazareth,['thomas jefferson'],3.82,1557091846,9781557091840,eng,103,995,95,['religion']
8532,decider,['dick francis'],3.99,042519938X,9780425199381,eng,341,3332,126,['fiction']
8542,penalty,['dick francis'],3.89,042519745X,9780425197455,eng,320,3363,171,['fiction']
8544,trial run,['dick francis'],3.82,0425199835,9780425199831,eng,272,1938,55,['fiction']
8548,driving force,['dick francis'],3.96,0449221393,9780449221396,eng,384,2548,102,['fiction']
8551,flying finish,['dick francis'],3.93,0515125601,9780515125603,eng,276,2494,85,['fiction']
8559,enquiry,['dick francis'],3.94,0425197050,9780425197059,en-US,272,94,3,['fiction']
8574,whip hand sid halley,['dick francis'],4.08,0425203549,9780425203545,eng,304,4960,132,['fiction']
8583,come grief decider wild horses,['dick francis'],4.21,0399143068,9780399143069,eng,707,29,0,['fiction']
8586,odds,['dick francis'],4.05,0515125512,9780515125511,eng,277,54,4,['fiction']
8598,eats shoots leaves commas really make difference,"['lynne truss', 'bonnie timmons']",4.14,0399244913,9780399244919,eng,32,1361,206,['juvenile nonfiction']
8600,eats shoots leaves zero tolerance approach punctuation,['lynne truss'],3.87,1592402038,9781592402038,eng,209,85603,4007,['language arts disciplines']
8627,master commander aubrey maturin,['patrick brian'],4.1,0393325172,9780393325171,en-US,459,518,93,['fiction']
8628,making master commander far side world,['tom mcgregor'],3.96,0393325539,9780393325539,eng,168,92,11,['performing arts']
8632,master commander ask reeves,['karen hawkins'],3.8,0060584084,9780060584085,eng,372,785,31,['fiction']
8643,strange sounds music technology culture,['timothy taylor'],3.77,0415936845,9780415936842,eng,278,26,0,['music']
8645,stanley park,['timothy taylor'],3.57,1582432902,9781582432908,eng,436,1776,90,['fiction']
8646,crow lake,['mary lawson'],3.87,0385337639,9780385337632,eng,324,13621,1534,['fiction']
8656,life sir arthur conan doyle,"['john dickson carr', 'daniel stashower']",4.02,0786712341,9780786712342,eng,320,146,7,['biography autobiography']
8660,lost world tie,"['arthur conan doyle', 'philip gooden']",3.92,0142002720,9780142002728,eng,224,18,4,['fiction']
8675,wild ducks flying backward,['tom robbins'],3.54,0553383531,9780553383539,eng,272,5649,262,['literary collections']
8677,robbins cotran review pathology,"['edward klatt', 'vinay kumar']",4.37,0721601944,9780721601946,en-US,432,51,6,['medical']
8704,starship titanic,"['terry jones', 'marie', 'catherine caillava']",3.6,2290053651,9782290053652,fre,189,8603,146,['interplanetary voyages']
8722,burr,['gore vidal'],4.07,0375708731,9780375708732,eng,430,6921,480,"['vice presidents', 'fiction']"
8737,last temptation christ,"['nikos kazantzakis', 'peter bien']",4.16,068485256X,9780684852560,eng,506,8672,434,['fiction']
8745,desert flower,"['waris dirie', 'cathleen miller']",4.13,0688172377,9780688172374,eng,240,11184,692,['biography autobiography']
8747,desert flower,['waris dirie'],4.13,1860497586,9781860497582,en-GB,369,354,35,['diplomats']
8758,beach,['joanna strange'],3.83,0582435676,9780582435674,eng,112,66,9,['beaches']
8761,weekenders travels heart africa,"['deedes', 'sue ryan', 'alex garland', 'tony hawks', 'andrew hagan', 'irvine welsh', 'giles foden', 'victoria glendinning']",3.19,0091881803,9780091881801,eng,340,118,11,['short stories english']
8765,feel bad neck thoughts woman,['nora ephron'],3.68,0307264556,9780307264558,eng,137,34909,4423,['humor']
8770,first word touch feel,['anne millard'],3.77,0789479311,9780789479310,eng,12,22,5,['juvenile nonfiction']
8790,zur aus afrika,['corinne hofmann'],3.31,3426777177,9783426777176,ger,233,89,4,['authors']
8797,story seagull cat taught fly,"['luis sep lveda', 'chris sheban', 'margaret sayers peden']",4.13,0439401879,9780439401876,eng,128,4791,205,['juvenile fiction']
8822,earthly powers,['anthony burgess'],4.15,0099468646,9780099468646,eng,649,2022,146,['fiction']
8829,past mortem,['ben elton'],3.74,0552771236,9780552771238,eng,464,4218,199,['fiction']
8852,macbeth,"['william shakespeare', 'linda alchin', 'antoni cimolino', 'shelagh brien']",3.89,0743477103,9780743477109,eng,246,560816,7311,['drama']
8858,death poison pen hamish macbeth,['beaton'],3.82,0446614890,9780446614894,en-US,227,3119,190,['fiction']
8861,death addict hamish macbeth,['beaton'],3.8,0446608289,9780446608282,eng,214,2840,152,"['fiction', 'fiction']"
8865,william shakespeare,"['celeste davidson mannis', 'john brien']",4.02,0448439042,9780448439044,eng,105,686,86,['juvenile nonfiction']
8909,war worlds,"['wells', 'arthur clarke']",3.81,0375759239,9780375759239,eng,192,183750,4114,"['fiction', 'fiction']"
8910,second world war complete history,['martin gilbert'],4.19,0805076239,9780805076233,eng,928,853,39,['history']
8927,sherlock holmes case hound baskervilles great illustrated classics,"['malvina vogel', 'arthur conan doyle']",4.51,1596792507,9781596792500,en-US,237,28,0,['juvenile fiction']
8931,jamie dinners essential family cookbook,"['jamie oliver', 'marion deuchars', 'david loftus', 'chris terry']",4.07,1401301940,9781401301941,eng,336,4248,49,['cooking']
8949,lord shadows cirque freak,['darren'],4.22,0316156280,9780316156288,eng,220,17081,288,['juvenile fiction']
8969,sister freaks stories women gave everything god,"['rebecca james', 'mary demuth', 'tracey lawrence', 'elizabeth jusino']",4.11,0446695602,9780446695602,en-US,320,485,32,['religion']
9006,get comfortable indignities coach class torments low thread count never ending quest artisanal olive oil first world problems,['david rakoff'],3.72,0767916034,9780767916035,eng,222,8220,744,['humor']
9010,hope serve beer hell tucker max,['tucker max'],3.51,0806527285,9780806527284,eng,288,48218,4137,['humor']
9071,historiadora,['elizabeth kostova'],3.78,8495618877,9788495618870,spa,699,1303,109,['fiction']
9083,plants landscapes summer dry climates san francisco bay region,"['east bay staff', 'nora harlow', 'jill singleton', 'barrie coate', 'kristine sandoe']",4.33,0975323113,9780975323113,en-US,336,46,8,['gardening']
9119,portrait dorian gray teacher book,['elizabeth gray'],3.88,1842163868,9781842163863,eng,32,118,1,['english language']
9132,arab syrian gentleman warrior period crusades memoirs usamah ibn munqidh,"['usamah ibn munqidh', 'philip khuri hitti', 'richard bulliet']",3.92,0231121253,9780231121255,eng,265,66,6,['history']
9148,illustrated book ballet stories,"['barbara newman', 'gill tomblin', 'darcey bussell']",4.09,0789460971,9780789460974,eng,64,62,5,['juvenile fiction']
9153,barefoot book ballet stories,['jane yolen'],4.22,1841482641,9781841482644,eng,96,0,0,['ballets']
9155,boys ballet royal ballet school diaries,['alexandra moss'],3.86,0448442515,9780448442518,eng,144,93,8,['juvenile fiction']
9171,time ballet,"['geras', 'shelagh mcnicholas', 'geras']",3.71,0803729782,9780803729780,eng,32,68,14,['juvenile fiction']
9216,ballet modern dance second edition revised,['susan'],3.69,0500203520,9780500203521,eng,224,51,6,['performing arts']
9223,teaching classical ballet,['john white'],4.47,081301395X,9780813013954,eng,200,15,1,['music']
9300,watermelon walsh family,['marian keyes'],3.78,0099489988,9780099489986,eng,520,63160,1198,['fiction']
9304,essays stories marian keyes bags trips make tips charity glory darker side story,['marian keyes'],3.81,0060787031,9780060787035,eng,368,1569,40,['fiction']
9326,fullmetal alchemist vol fullmetal alchemist,"['hiromu arakawa', 'akira watanabe']",4.56,1421501759,9781421501758,eng,200,12344,188,['comics graphic novels']
9328,house spirits,"['isabel allende', 'magda bogin']",4.22,0553383809,9780553383805,eng,448,133127,4334,['fiction']
9335,house spirits everyman library,"['isabel allende', 'magda bogin']",4.22,1857152816,9781857152814,eng,488,43,5,['fiction']
9346,endangered values america moral crisis,['jimmy carter'],3.87,0743285018,9780743285018,eng,224,3122,227,['political science']
9347,hour daylight memories rural boyhood,['jimmy carter'],3.89,0743211995,9780743211994,eng,288,1831,220,['biography autobiography']
9351,living faith,['jimmy carter'],3.79,0812930347,9780812930344,eng,288,456,29,['religion']
9352,sharing good times,['jimmy carter'],3.49,0743270681,9780743270687,eng,192,227,34,['biography autobiography']
9355,find,['john irving'],3.63,0345479726,9780345479723,eng,820,22066,1346,['fiction']
9365,atlas shrugged,['ayn rand'],3.68,0394415760,9780394415765,en-US,1168,79,12,['adventure stories']
9409,sari shop,['rupa bajwa'],3.43,039332690X,9780393326901,eng,224,1797,147,['fiction']
9416,confessions shopaholic shopaholic,['sophie kinsella'],3.63,0440241413,9780440241416,eng,368,578094,9893,['fiction']
9417,shopaholic sister shopaholic,['sophie kinsella'],3.65,044024191X,9780440241911,eng,388,74093,1841,['fiction']
9439,fear trembling sickness unto death,"['ren kierkegaard', 'walter lowrie']",4.1,0691019622,9780691019628,eng,420,495,34,"['christianity', 'christianity']"
9479,midnight mystery boxcar children,['gertrude chandler warner'],3.94,080755538X,9780807555385,eng,128,296,8,['juvenile fiction']
9489,devil embrace devil,['catherine coulter'],3.8,0451200268,9780451200266,eng,397,3319,115,['fiction']
9498,beauty invisible embrace,['john donohue'],4.45,0060957263,9780060957261,en-US,261,622,73,['body mind spirit']
9503,saving fish drowning,['amy tan'],3.43,034546401X,9780345464019,eng,472,26172,2495,['fiction']
9512,measure measure,['william shakespeare'],3.67,014101380X,9780141013800,eng,224,55,4,['brothers sisters']
9533,poe shadow,['matthew pearl'],3.12,1400061032,9781400061037,eng,367,6004,700,['fiction']
9534,shadow hegemon shadow series,['orson scott card'],3.94,0812565959,9780812565959,eng,451,63691,1399,['fiction']
9539,shadow rising wheel time,['robert jordan'],4.23,0812513738,9780812513738,eng,1007,137790,2209,['fiction']
9550,praise shadows,"['jun ichir tanizaki', 'thomas harper', 'edward seidensticker']",4.1,0099283573,9780099283577,eng,73,402,29,['aesthetics']
9553,shadow game ghostwalkers,['christine feehan'],4.12,0515135968,9780515135961,eng,323,15364,595,['fiction']
9589,hocus pocus,['kurt vonnegut'],3.82,0425161293,9780425161296,eng,322,24973,770,['fiction']
9597,player piano,['kurt vonnegut'],3.87,0385333781,9780385333788,eng,341,38620,1401,['fiction']
9598,deadeye dick,['kurt vonnegut'],3.81,0385334176,9780385334174,eng,271,21076,623,['fiction']
9602,palm sunday autobiographical collage,['kurt vonnegut'],3.77,0385334265,9780385334266,eng,300,5005,189,['biography autobiography']
9607,palm sunday welcome monkeyhouse,['kurt vonnegut'],4.16,0099387816,9780099387817,eng,642,345,11,['literary collections']
9626,homecoming,"['ray bradbury', 'dave mckean']",4.09,0060859628,9780060859626,en-US,56,775,94,['art']
9629,zen art writing essays creativity,['ray bradbury'],4.1,1877741094,9781877741098,en-US,176,840,121,['language arts disciplines']
9634,dust returned,['ray bradbury'],3.75,0743429982,9780743429986,eng,206,3015,219,['fantasy fiction']
9635,bradbury chronicles life ray bradbury,['sam weller'],4.22,0060545844,9780060545840,en-US,384,352,45,['biography autobiography']
9646,homage catalonia,"['george orwell', 'lionel trilling']",4.15,0156421178,9780156421171,eng,232,27619,1513,['history']
9652,orwell reader fiction essays reportage,"['george orwell', 'richard rovere']",4.37,0156701766,9780156701761,eng,480,265,21,['literary criticism']
9659,fear fifty midlife memoir,['erica jong'],3.56,1585425249,9781585425242,eng,329,445,30,['biography autobiography']
9696,dogeaters,['jessica hagedorn'],3.58,1559362154,9781559362153,eng,96,89,8,['drama']
9735,ender game boxed set ender game ender shadow shadow hegemon,['orson scott card'],4.49,0765344955,9780765344953,en-US,1296,1755,60,['fiction']
9739,speaker dead ender saga,['orson scott card'],4.06,0812532570,9780812532579,eng,432,309,29,['ender fictitious character']
9754,art war,['mao zedong'],4.25,097607267X,9780976072676,eng,328,55,0,['technology engineering']
9763,wild swans three daughters china,['jung chang'],4.25,0007176155,9780007176151,eng,666,1758,208,['china']
9777,god small things,['arundhati roy'],3.93,0679457313,9780679457312,eng,340,190147,9326,['fiction']
9810,watcher stories,"['italo calvino', 'william weaver', 'archibald colquhoun']",3.72,0156949520,9780156949521,eng,181,432,19,['fiction']
9816,view castle rock,['alice munro'],3.69,0771065264,9780771065262,eng,368,53,12,['families']
9820,crossing safety,"['wallace stegner', 'terry tempest williams', 'watkins']",4.16,037575931X,9780375759314,eng,368,29642,4007,['fiction']
9827,king rat asian saga,['james clavell'],4.13,0385333765,9780385333764,eng,368,27166,603,['fiction']
10689,devil white city murder magic madness fair changed america,['erik larson'],3.99,0385602057,9780385602051,eng,464,20,5,['chicago ill']
10711,god knows,['joseph heller'],3.8,0684841258,9780684841250,eng,368,2896,156,['fiction']
10718,something happened,['joseph heller'],3.52,0684841215,9780684841212,eng,576,5983,387,['fiction']
10750,wicked life times wicked witch west,"['gregory maguire', 'douglas smith']",3.53,0060745908,9780060745905,en-US,409,2747,461,['fiction']
10751,wicked memorias una bruja mala los malvados,"['gregory maguire', 'claudia conde']",3.53,0061351393,9780061351396,spa,508,44,9,['fiction']
10770,merde encore real french never taught school,"['genevi', 'michael heath']",3.94,0684854287,9780684854281,eng,104,45,1,['foreign language study']
10804,collected stories,"['wallace stegner', 'lynn stegner']",4.22,0143039792,9780143039792,eng,576,581,55,"['west', 'fiction']"
10890,traveling mercies thoughts faith,['anne lamott'],4.16,0385496095,9780385496094,eng,275,38829,2246,['biography autobiography']
10895,irish girls back town,"['cecelia ahern', 'patricia scanlan', 'gemma connor', 'sarah webb', 'maeve binchy', 'marian keyes', 'morag prunty', 'cathy kelly', 'colette caddle', 'marita conlon', 'mckenna', 'martina devlin', 'clare dowling', 'catherine foley', 'aine greaney', 'suzanne higgins', 'rosaleen linehan', 'joan neill', 'julie parsons', 'deirdre purcell', 'martina reilly', 'mary ryan', 'annie sparrow', 'una brankin']",3.72,0743499263,9780743499262,eng,384,772,34,['fiction']
10967,fiery cross outlander,['diana gabaldon'],4.27,0440221668,9780440221661,eng,1443,120981,4947,['fiction']
10974,lay dying,"['william faulkner', 'doctorow']",3.72,0375504524,9780375504525,eng,231,984,101,['fiction']
10976,novels 1926 1929,"['william faulkner', 'noel polk', 'joseph blotner']",4.45,1931082898,9781931082891,eng,1180,189,13,"['fiction', 'fiction']"
10980,novels 1942 1954 moses intruder dust requiem nun fable,"['william faulkner', 'noel polk', 'joseph blotner']",4.47,0940450852,9780940450851,eng,1110,88,7,"['fiction', 'fiction', 'fiction']"
10981,novels 1936 1940 absalom absalom unvanquished forget thee jerusalem hamlet,"['william faulkner', 'noel polk', 'joseph blotner']",4.49,0940450550,9780940450554,eng,1148,326,11,['fiction']
10982,selected short stories,['william faulkner'],4.09,0679424784,9780679424789,eng,320,1001,61,['fiction']
10992,cross stitch outlander,['diana gabaldon'],4.22,0099911701,9780099911708,eng,864,2319,319,['historical fiction']
11003,eleven top stephanie plum,['janet evanovich'],4.16,0312985347,9780312985349,eng,321,89961,1689,['fiction']
11016,jane eyre,"['charlotte bront', 'stevie davies']",4.11,0141441143,9780141441146,eng,590,7916,825,['fiction']
11019,jane eyre,"['charlotte bront', 'richard dunn']",4.11,0393975428,9780393975420,eng,534,1448,164,['fiction']
11022,purity blood adventures captain alatriste,"['arturo rez', 'reverte', 'margaret sayers peden']",3.74,0452287987,9780452287983,eng,268,3143,130,['fiction']
11026,barnaby rudge,"['charles dickens', 'john bowen', 'hablot knight browne']",3.81,0140437282,9780140437287,eng,744,7819,332,"['fiction', 'fiction']"
11036,little birds,['ana nin'],3.77,0156029049,9780156029049,eng,148,7050,349,['fiction']
11062,roald dahl storyteller famous lives,['jason hook'],4.06,0750244917,9780750244916,eng,48,0,0,['novelists english']
11071,relatos inesperado,"['roald dahl', 'carmelina pay', 'antonio samons']",4.18,8433920863,9788433920867,spa,320,329,28,['fiction']
11119,annotated gulliver travels,"['jonathan swift', 'isaac asimov']",3.56,0517539497,9780517539491,eng,298,57,9,['body size']
11127,chronicles narnia chronicles narnia,"['lewis', 'pauline baynes']",4.26,0066238501,9780066238500,eng,767,425445,7931,['fiction']
11138,mere christianity,['lewis'],4.32,0684823780,9780684823782,eng,191,233819,5696,['religion']
11144,mere christianity,['lewis'],4.32,0006280544,9780006280545,eng,227,644,64,['apologetics']
11149,screwtape letters,['lewis'],4.22,0060652896,9780060652890,eng,224,116735,4760,['religion']
11174,rivers run sea,['elie wiesel'],4.13,0805210288,9780805210286,eng,464,922,61,['biography autobiography']
11176,father hunger fathers daughters pursuit thinness,"['margo maine', 'craig johnson']",3.55,0936077492,9780936077499,eng,288,15,1,['psychology']
11178,father hunger fathers daughters food,"['margo maine', 'craig johnson']",3.55,0936077093,9780936077093,eng,254,53,5,['psychology']
11206,time butterflies,['julia alvarez'],4.14,0452274427,9780452274426,eng,324,44546,2993,['fiction']
11222,kesey one flew cuckoo nest cliffs notes,"['bruce edward walker', 'ken kesey', 'cliffsnotes']",4.17,0764586629,9780764586620,eng,112,21,3,"['literary criticism', 'literary criticism']"
11311,boggart,"['susan cooper', 'omar rayyan']",3.75,1416905278,9781416905271,eng,196,4008,177,['juvenile fiction']
11318,trouble business,['raymond chandler'],4.05,0394757645,9780394757643,eng,224,9438,235,['fiction']
11334,song solomon,['toni morrison'],4.04,140003342X,9781400033423,eng,337,69036,2402,"['fiction', 'african american families']"
11337,bluest eye,['toni morrison'],4.01,0452287065,9780452287068,eng,216,121960,4679,['fiction']
11341,jazz,['toni morrison'],3.8,1400076218,9781400076215,eng,229,1234,115,['fiction']
11347,sula,['toni morrison'],3.9,1400033438,9781400033430,eng,174,3140,303,['fiction']
11359,tar baby,['toni morrison'],3.92,1400033446,9781400033447,eng,320,15105,396,['fiction']
11366,guns august,"['barbara tuchman', 'robert massie']",4.18,0345476093,9780345476098,eng,606,40624,1649,"['war stories', 'world war 1914 1918']"
11368,guns august,['barbara tuchman'],4.18,0553139592,9780553139594,eng,575,34,11,['world war 1914 1918']
11373,main street,"['sinclair lewis', 'brooke allen']",3.76,1593080360,9781593080365,en-US,560,283,37,['fiction']
11376,main street,['sinclair lewis'],3.76,0375753141,9780375753145,eng,454,20904,732,['fiction']
11389,arrowsmith,"['sinclair lewis', 'doctorow']",3.81,0451526910,9780451526915,eng,428,5741,288,['fiction']
11406,door hope,['jan frank'],3.95,0898401879,9780898401875,eng,197,26,2,['abused women']
11434,forgiven firstborn,['karen kingsbury'],4.41,0842387447,9780842387446,eng,358,9530,164,"['fiction', 'children theater', 'kentucky']"
11463,pharaoh army memories lost war,"['tobias wolff', 'luann walther']",4.08,0679760237,9780679760238,eng,240,2329,173,['biography autobiography']
11482,looking light hidden life art marion post wolcott,"['paul hendrickson', 'marion post wolcott']",4.08,0394577299,9780394577296,eng,297,13,3,['biography autobiography']
11494,humboldt gift,['saul bellow'],3.86,0140189440,9780140189445,eng,487,6760,367,['fiction']
11525,000 places see die,['patricia schultz'],3.85,0761104844,9780761104841,eng,992,35589,429,['travel']
11547,evil unveiled speaks nightbird,['robert mccammon'],4.22,0743471393,9780743471398,eng,418,535,24,['fiction']
11548,mine,['robert mccammon'],3.9,0671739441,9780671739447,en-GB,496,8960,213,['fiction']
11550,usher passing,['robert mccammon'],3.9,0671769928,9780671769925,eng,416,3048,118,['fiction']
11563,danse macabre,['stephen king'],3.63,042518160X,9780425181607,eng,400,20474,431,['fiction']
11566,green mile,['stephen king'],4.44,0451933028,9780451933027,eng,592,197440,4222,['fiction']
11567,skeleton crew,['stephen king'],3.95,0451168615,9780451168610,eng,566,1857,117,['fiction']
11570,dreamcatcher,"['stephen king', 'william olivier desmond', 'maria teresa marenco']",3.62,2226131906,9782226131904,fre,688,130976,1505,['fiction']
11571,storm century original screenplay,['stephen king'],3.91,0965796930,9780965796934,en-US,376,229,11,['horror tales']
11602,hearts atlantis,['stephen king'],3.82,0340818670,9780340818671,eng,640,71168,1286,['english fiction']
11604,girl loved tom gordon,['stephen king'],3.58,0671042858,9780671042851,eng,264,1962,179,['fiction']
11607,running man,"['richard bachman', 'stephen king']",3.86,0451197968,9780451197962,eng,317,79294,1798,['fiction']
11616,gardens emily dickinson,"['judith farr', 'louise carter']",3.86,067401829X,9780674018297,eng,350,50,13,['architecture']
11648,everyman,['philip roth'],3.58,061873516X,9780618735167,en-US,182,789,126,['fiction']
11657,terrorist,['john updike'],3.17,0307264653,9780307264657,eng,320,3405,404,['fiction']
11663,rabbit novels rabbit run rabbit redux,['john updike'],3.97,0345464567,9780345464569,eng,640,803,54,['fiction']
11669,mambo kings play songs love,['oscar hijuelos'],3.68,0060845309,9780060845308,en-US,448,126,18,"['fiction', 'fiction']"
11686,stories john cheever,['john cheever'],4.27,0375724427,9780375724428,eng,693,12040,515,['united states']
11701,collected poems 1957 1987,"['octavio paz', 'eliot weinberger', 'elizabeth bishop']",4.3,0811211738,9780811211734,eng,669,2863,45,['poetry']
11707,double flame love eroticism,"['octavio paz', 'helen lane']",4.21,0156003651,9780156003650,eng,276,577,29,"['literary collections', 'sound effects books']"
11728,blue flower,['penelope fitzgerald'],3.47,0395859972,9780395859971,eng,226,3141,489,['fiction']
11751,aunt hagar children stories,['edward jones'],3.77,0060557567,9780060557560,en-US,399,1573,212,['fiction']
11758,mundo seg garp,"['john irving', 'iris men ndez']",4.08,847223746X,9788472237469,spa,510,23,3,['fiction']
11761,underworld,['delillo'],3.92,0330369954,9780330369954,eng,827,21099,1329,['baseball stories']
11767,body artist,['delillo'],3.24,0743203968,9780743203968,eng,128,6943,478,['fiction']
11782,missing mom,['joyce carol oates'],3.54,0060816228,9780060816223,eng,464,3425,351,['fiction']
11785,zombie,['joyce carol oates'],3.34,0452275008,9780452275003,eng,181,5722,787,['fiction']
11796,sabbath theater,['philip roth'],3.85,0099582015,9780099582014,eng,451,122,8,['american fiction']
11809,insurgent collective action civil war salvador,['elisabeth jean wood'],3.8,0521010500,9780521010504,eng,332,50,2,['history']
11831,dicey song tillerman cycle,['cynthia voigt'],3.96,0689863624,9780689863622,eng,359,15659,577,['juvenile fiction']
11837,wrinkle time time series,['madeleine engle'],4.01,0965846849,9780965846844,en-US,203,373,40,['metaphor']
11886,falconer,['john cheever'],3.66,0224014013,9780224014014,eng,224,7,0,['english fiction']
11890,wapshot chronicle,"['john cheever', 'rick moody']",3.76,0060528877,9780060528874,eng,352,5971,248,['fiction']
11891,collected stories,"['john cheever', 'hanif kureishi']",4.27,0099748304,9780099748304,eng,912,163,13,"['american fiction', 'american fiction']"
11901,witching hour lives mayfair witches,['anne rice'],4.11,0099471426,9780099471424,eng,1207,85855,2483,['fantasy fiction']
11907,victim,['saul bellow'],3.52,0140189386,9780140189384,en-US,272,1432,116,['fiction']
11910,sammler planet,"['saul bellow', 'stanley crouch']",3.75,0142437832,9780142437834,eng,288,2643,129,"['beverage industry', 'fiction']"
11912,novels 1956 1964 seize day henderson rain king herzog,"['saul bellow', 'james wood']",4.19,159853002X,9781598530025,eng,793,96,10,['fiction']
11917,exit strategy nadia stafford,['kelley armstrong'],3.88,0553588192,9780553588194,eng,480,6043,355,['fiction']
11921,industrial magic women otherworld,['kelley armstrong'],4.13,0553587072,9780553587074,eng,528,757,47,['fiction']
11932,line,['peter beagle'],4.12,1892391368,9781892391360,eng,231,698,97,['fantasy fiction american']
11972,darker think,"['jack williamson', 'david klein', 'douglas winter']",3.53,0739410504,9780739410509,eng,268,17,2,['archaeologists']
11978,terraforming earth,['jack williamson'],3.47,0765344971,9780765344977,eng,352,16,3,['fiction']
11996,never known men,"['jacqueline harpman', 'ros schwartz']",4.0,0380731819,9780380731817,eng,206,361,52,['fiction']
12005,wasp factory,['iain banks'],3.84,0316858560,9780316858564,en-GB,244,245,29,['fathers sons']
12014,complicity,['iain banks'],3.89,0349105715,9780349105710,eng,313,9553,262,['detective mystery stories']
12022,song stone,['iain banks'],3.17,0316640166,9780316640169,eng,280,72,9,['castles']
12049,spider house,"['paul bowles', 'francine prose']",4.03,0061137030,9780061137037,eng,432,1060,94,['fiction']
12053,sheltering sky,['paul bowles'],3.91,006083482X,9780060834821,eng,313,898,131,['fiction']
12070,good omens nice accurate prophecies agnes nutter witch,"['terry pratchett', 'neil gaiman']",4.25,0060853972,9780060853976,eng,384,4204,468,['fiction']
12074,wittgenstein poker story ten minute argument two great philosophers,"['david edmonds', 'john eidinow']",3.75,0060936649,9780060936648,eng,368,2215,161,['philosophy']
12086,long day journey steamboat stagecoach era northern west,['carlos schwantes'],4.0,0295976918,9780295976914,eng,408,4,0,['history']
12095,bald soprano plays,"['eug ionesco', 'donald allen']",4.04,0802130798,9780802130792,eng,160,5459,99,['drama']
12096,rhinoceros chairs lesson,"['eug ionesco', 'derek prouse', 'donald watson']",4.01,0141184299,9780141184296,eng,224,5209,74,['french drama']
12116,late mattia pascal,"['luigi pirandello', 'william weaver', 'charles simic']",4.02,1590171152,9781590171158,eng,272,5789,96,['fiction']
12148,watership,['richard adams'],4.06,0060935456,9780060935450,eng,479,508,81,['fiction']
12188,strong opinions,['vladimir nabokov'],3.99,0679726098,9780679726098,eng,368,745,59,['literary collections']
12194,lord jim,['joseph conrad'],3.62,1551111721,9781551111728,eng,455,21233,799,['fiction']
12195,typhoon tales,"['joseph conrad', 'cedric watts']",3.89,0192801732,9780192801739,eng,304,565,17,['fiction']
12204,road taken poems,['robert frost'],4.27,0486275507,9780486275505,eng,49,33004,236,['poetry']
12284,complete short prose 1929 1989,"['samuel beckett', 'gontarski']",4.29,0802134904,9780802134905,eng,336,1764,55,['fiction']
12292,murder east,['carroll john daly'],3.55,0930330013,9780930330019,eng,312,16,4,['fiction']
12293,education agenda gertrude williams race baltimore public schools,['ann ooiman robinson'],4.25,031229543X,9780312295431,eng,336,4,1,['social science']
12301,scarlet letter,['nathaniel hawthorne'],3.39,074326469X,9780743264693,eng,538,532,11,['fiction']
12335,savage beauty life edna vincent millay,['nancy milford'],4.01,0375760814,9780375760815,eng,608,6672,470,['biography autobiography']
12381,wilderness lost writings vol,['jim morrison'],3.95,0679726225,9780679726227,eng,214,2857,118,['american poetry']
12384,lords new creatures,['jim morrison'],3.92,0671210440,9780671210441,eng,133,2885,101,['poetry']
